occurrence_id	block_id	assembly_version	replicon_accession	bioproject_accession	organism_harmonized	genus	frozen_group	determinant_name	gene_family	portability_class	topology	wrapped_circular	truncated	block_n_args	weight_block_balanced	s2_selected	dist_any_bp	dist_is_bp	dist_integrase_bp	censored_any	censored_is	censored_integrase	overlap_zero	in_block_feature_beyond_window
GCF_017639895.1|NZ_CP072119.1|blaOXY-1-1|4745313|4746185	blk011476	GCF_017639895.1	NZ_CP072119.1	PRJNA716129	Klebsiella michiganensis	Klebsiella	Klebsiella group	blaOXY-1-1	blaOXY-1	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017638945.1|NZ_CP072130.1|oqxB9|1190198|1193347	blk011477	GCF_017638945.1	NZ_CP072130.1	PRJNA716670	Klebsiella variicola	Klebsiella	Klebsiella group	oqxB9	oqxB9	B	circular	no	no	2	0.5	0	5990	5990	5990	0	0	0	0	0
GCF_017638945.1|NZ_CP072130.1|oqxA|1193374|1194546	blk011477	GCF_017638945.1	NZ_CP072130.1	PRJNA716670	Klebsiella variicola	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	1	4791	4791	4791	0	0	0	0	0
GCF_017638945.1|NZ_CP072130.1|blaLEN-17|2806133|2806990	blk011478	GCF_017638945.1	NZ_CP072130.1	PRJNA716670	Klebsiella variicola	Klebsiella	Klebsiella group	blaLEN-17	blaLEN	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017638945.1|NZ_CP072130.1|fosA|4818029|4818445	blk011479	GCF_017638945.1	NZ_CP072130.1	PRJNA716670	Klebsiella variicola	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017638945.1|NZ_CP072130.1|fosA7|4881022|4881297	blk011480	GCF_017638945.1	NZ_CP072130.1	PRJNA716670	Klebsiella variicola	Klebsiella	Klebsiella group	fosA7	fosA7	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_024138975.1|NZ_CP072200.1|oqxB|1189595|1192744	blk011481	GCF_024138975.1	NZ_CP072200.1	PRJNA717065	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_024138975.1|NZ_CP072200.1|oqxA|1192771|1193943	blk011481	GCF_024138975.1	NZ_CP072200.1	PRJNA717065	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_024138975.1|NZ_CP072200.1|fosA|4722440|4722856	blk011482	GCF_024138975.1	NZ_CP072200.1	PRJNA717065	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742955.1|NZ_CP072403.1|oqxB|1146018|1147904	blk011483	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	3	0.3333333333333333	1	188	188		0	0	1	0	0
GCF_017742955.1|NZ_CP072403.1|blaCTX-M-15|1149610|1150482	blk011483	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	3	0.3333333333333333	0	256	256		0	0	1	0	0
GCF_017742955.1|NZ_CP072403.1|oqxA|1151990|1153162	blk011483	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	3	0.3333333333333333	0	2636	2636		0	0	1	0	0
GCF_017742955.1|NZ_CP072403.1|blaSHV-1|2745482|2746339	blk011484	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742955.1|NZ_CP072403.1|fosA|4637887|4638303	blk011485	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742955.1|NZ_CP072403.1|blaCTX-M-15|4904853|4905725	blk011486	GCF_017742955.1	NZ_CP072403.1	PRJNA717133	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	1	1.0	1	256	256		0	0	1	0	0
GCF_017742915.1|NZ_CP072408.1|oqxB|1146018|1147904	blk011487	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	3	0.3333333333333333	0	188	188		0	0	1	0	0
GCF_017742915.1|NZ_CP072408.1|blaCTX-M-15|1149610|1150482	blk011487	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	3	0.3333333333333333	0	256	256		0	0	1	0	0
GCF_017742915.1|NZ_CP072408.1|oqxA|1151990|1153162	blk011487	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	3	0.3333333333333333	1	2636	2636		0	0	1	0	0
GCF_017742915.1|NZ_CP072408.1|blaSHV-1|2745324|2746181	blk011488	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742915.1|NZ_CP072408.1|fosA|4637729|4638145	blk011489	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742915.1|NZ_CP072408.1|blaCTX-M-15|4904695|4905567	blk011490	GCF_017742915.1	NZ_CP072408.1	PRJNA717121	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	1	1.0	1	256	256		0	0	1	0	0
GCF_017742935.1|NZ_CP072413.1|oqxB|1146018|1147904	blk011491	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	3	0.3333333333333333	0	188	188		0	0	1	0	0
GCF_017742935.1|NZ_CP072413.1|blaCTX-M-15|1149610|1150482	blk011491	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	3	0.3333333333333333	1	256	256		0	0	1	0	0
GCF_017742935.1|NZ_CP072413.1|oqxA|1151990|1153162	blk011491	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	3	0.3333333333333333	0	2636	2636		0	0	1	0	0
GCF_017742935.1|NZ_CP072413.1|blaSHV-1|2736732|2737589	blk011492	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742935.1|NZ_CP072413.1|fosA|4629137|4629553	blk011493	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742935.1|NZ_CP072413.1|blaCTX-M-15|4896103|4896975	blk011494	GCF_017742935.1	NZ_CP072413.1	PRJNA717116	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	1	1.0	1	256	256		0	0	1	0	0
GCF_017742895.1|NZ_CP072422.1|oqxB19|1184646|1187795	blk011495	GCF_017742895.1	NZ_CP072422.1	PRJNA717115	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017742895.1|NZ_CP072422.1|oqxA3|1187822|1188994	blk011495	GCF_017742895.1	NZ_CP072422.1	PRJNA717115	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA3	oqxA3	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017742895.1|NZ_CP072422.1|blaSHV-33|2758975|2759832	blk011496	GCF_017742895.1	NZ_CP072422.1	PRJNA717115	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-33	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017742895.1|NZ_CP072422.1|fosA|4611968|4612384	blk011497	GCF_017742895.1	NZ_CP072422.1	PRJNA717115	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020172745.1|NZ_CP072456.1|oqxB|1218032|1221181	blk011498	GCF_020172745.1	NZ_CP072456.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_020172745.1|NZ_CP072456.1|oqxA|1221208|1222380	blk011498	GCF_020172745.1	NZ_CP072456.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_020172745.1|NZ_CP072456.1|blaSHV-11|2720405|2721262	blk011499	GCF_020172745.1	NZ_CP072456.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020172745.1|NZ_CP072456.1|fosA|4704125|4704541	blk011500	GCF_020172745.1	NZ_CP072456.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023465.1|NZ_CP072460.1|blaSHV-11|1458594|1459451	blk011501	GCF_020023465.1	NZ_CP072460.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023465.1|NZ_CP072460.1|fosA|3442662|3443078	blk011502	GCF_020023465.1	NZ_CP072460.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023465.1|NZ_CP072460.1|oqxB|5376475|5379624	blk011503	GCF_020023465.1	NZ_CP072460.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_020023465.1|NZ_CP072460.1|oqxA|5379651|5380823	blk011503	GCF_020023465.1	NZ_CP072460.1	PRJNA717148	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017809835.1|NZ_CP072463.1|oqxB|1229648|1232797	blk011504	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	2	0.5	1	1596	1596	2622	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|oqxA|1232824|1233996	blk011504	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	0	397	397	1423	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|blaSHV-11|2868781|2869638	blk011505	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	B	circular	no	no	1	1.0	1	8244	8244		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|fosA|4754997|4755413	blk011506	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017809835.1|NZ_CP072463.1|blaSHV-11|5206949|5207806	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	B	circular	no	no	20	0.05	0	137	137		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|aph(3')-Ia|5215598|5216410	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aph(3')-Ia	aph(3')	B	circular	no	no	20	0.05	0	151	151		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|tet(A)|5220045|5221241	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	tet(A)	tet(A)	B	circular	no	no	20	0.05	0	1073	1073		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|tet(A)|5225518|5226714	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	tet(A)	tet(A)	B	circular	no	no	20	0.05	0	1072	1072		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|catB3|5230124|5230564	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	catB3	catB3	B	circular	no	no	20	0.05	0	54	54		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|blaOXA-1|5230705|5231532	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaOXA-1	blaOXA	B	circular	no	no	20	0.05	0	635	635		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|aac(6')-Ib-cr5|5231666|5232217	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aac(6')-Ib-cr5	aac(6')-Ib-cr5	B	circular	no	no	20	0.05	0	144	144		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|blaCTX-M-15|5235769|5236641	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaCTX-M-15	blaCTX-M	B	circular	no	no	20	0.05	0	256	256		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|blaTEM-1|5239463|5240320	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaTEM-1	blaTEM	B	circular	no	no	20	0.05	0	114	114		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|mph(A)|5244381|5245283	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	mph(A)	mph(A)	B	circular	no	no	20	0.05	1	122	122		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|mrx(A)|5245283|5246518	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	mrx(A)	mrx(A)	B	circular	no	no	20	0.05	0	1024	1024		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|sul1|5251927|5252763	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	20	0.05	0	585	585		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|blaDHA-1|5254340|5255476	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaDHA-1	blaDHA	B	circular	no	no	20	0.05	0	2998	2998		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|qnrB4|5259603|5260244	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	qnrB4	qnrB4	B	circular	no	no	20	0.05	0	5935	5935	7573	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|dfrA12|5270074|5270568	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	dfrA12	dfrA12	B	circular	no	no	20	0.05	0	185	185	1289	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|aadA2|5270979|5271767	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aadA2	aadA2	B	circular	no	no	20	0.05	0	1090	1090	2194	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|sul1|5272275|5273111	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	20	0.05	0	408	408	3490	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|armA|5276459|5277229	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	armA	armA	B	circular	no	no	20	0.05	0	326	326	7674	0	0	0	0	0
GCF_017809835.1|NZ_CP072463.1|msr(E)|5279531|5281003	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	msr(E)	msr(E)	B	circular	no	no	20	0.05	0	399	399		0	0	1	0	0
GCF_017809835.1|NZ_CP072463.1|mph(E)|5281062|5281943	blk011507	GCF_017809835.1	NZ_CP072463.1	PRJNA635754	Klebsiella pneumoniae	Klebsiella	Klebsiella group	mph(E)	mph(E)	B	circular	no	no	20	0.05	0	245	245		0	0	1	0	0
GCF_017743035.1|NZ_CP072468.1|oqxB|1198320|1201469	blk011508	GCF_017743035.1	NZ_CP072468.1	PRJNA717120	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017743035.1|NZ_CP072468.1|oqxA|1201496|1202668	blk011508	GCF_017743035.1	NZ_CP072468.1	PRJNA717120	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017743035.1|NZ_CP072468.1|blaOKP-A-77|2742630|2743487	blk011509	GCF_017743035.1	NZ_CP072468.1	PRJNA717120	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	blaOKP-A-77	blaOKP-A	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743035.1|NZ_CP072468.1|fosA|4750324|4750740	blk011510	GCF_017743035.1	NZ_CP072468.1	PRJNA717120	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743095.1|NZ_CP072492.1|oqxB19|1181422|1184571	blk011511	GCF_017743095.1	NZ_CP072492.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017743095.1|NZ_CP072492.1|oqxA|1184598|1185770	blk011511	GCF_017743095.1	NZ_CP072492.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017743095.1|NZ_CP072492.1|blaSHV-11|2783037|2783894	blk011512	GCF_017743095.1	NZ_CP072492.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743095.1|NZ_CP072492.1|fosA|4662389|4662805	blk011513	GCF_017743095.1	NZ_CP072492.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743115.1|NZ_CP072494.1|fosA|469305|469721	blk011514	GCF_017743115.1	NZ_CP072494.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743115.1|NZ_CP072494.1|blaSHV-1|2261237|2262094	blk011515	GCF_017743115.1	NZ_CP072494.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743115.1|NZ_CP072494.1|oqxA|3902425|3903597	blk011516	GCF_017743115.1	NZ_CP072494.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017743115.1|NZ_CP072494.1|oqxB5|3903624|3906773	blk011516	GCF_017743115.1	NZ_CP072494.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB5	oqxB5	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017743135.1|NZ_CP072496.1|oqxB19|1259702|1262851	blk011517	GCF_017743135.1	NZ_CP072496.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017743135.1|NZ_CP072496.1|oqxA|1262878|1264050	blk011517	GCF_017743135.1	NZ_CP072496.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017743135.1|NZ_CP072496.1|blaSHV-1|2794892|2795749	blk011518	GCF_017743135.1	NZ_CP072496.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017743135.1|NZ_CP072496.1|fosA|4623047|4623463	blk011519	GCF_017743135.1	NZ_CP072496.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023445.1|NZ_CP072515.1|fosA7|462026|462301	blk011520	GCF_020023445.1	NZ_CP072515.1	PRJNA717148	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	fosA7	fosA7	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023445.1|NZ_CP072515.1|fosA|518050|518466	blk011521	GCF_020023445.1	NZ_CP072515.1	PRJNA717148	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023445.1|NZ_CP072515.1|blaOKP-B-6|2427233|2428090	blk011522	GCF_020023445.1	NZ_CP072515.1	PRJNA717148	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	blaOKP-B-6	blaOKP-B	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_020023445.1|NZ_CP072515.1|oqxA|3910460|3911632	blk011523	GCF_020023445.1	NZ_CP072515.1	PRJNA717148	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_020023445.1|NZ_CP072515.1|oqxB|3911659|3914808	blk011523	GCF_020023445.1	NZ_CP072515.1	PRJNA717148	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_023653925.1|NZ_CP072555.1|sul1|58722|59279	blk011524	GCF_023653925.1	NZ_CP072555.1	PRJNA718517	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	2	0.5	1	65	65	1442	0	0	0	0	0
GCF_023653925.1|NZ_CP072555.1|aadA2|59787|60575	blk011524	GCF_023653925.1	NZ_CP072555.1	PRJNA718517	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aadA2	aadA2	B	circular	no	no	2	0.5	0	146	146	146	0	0	0	0	0
GCF_023653925.1|NZ_CP072555.1|fosA|1737268|1737684	blk011525	GCF_023653925.1	NZ_CP072555.1	PRJNA718517	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_023653925.1|NZ_CP072555.1|blaSHV-11|5240664|5241521	blk011526	GCF_023653925.1	NZ_CP072555.1	PRJNA718517	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_021029445.1|NZ_CP072610.1|blaPRC-1|2624681|2625817	blk011527	GCF_021029445.1	NZ_CP072610.1	PRJNA718717	Pseudomonas wenzhouensis	Pseudomonas	other	blaPRC-1	blaPRC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017815715.1|NZ_CP072653.1|oqxB19|1176291|1179440	blk011528	GCF_017815715.1	NZ_CP072653.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	1	6116	6116	9752	0	0	0	0	0
GCF_017815715.1|NZ_CP072653.1|oqxA|1179467|1180639	blk011528	GCF_017815715.1	NZ_CP072653.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	0	4917	4917	8553	0	0	0	0	0
GCF_017815715.1|NZ_CP072653.1|blaSHV-75|2633269|2634126	blk011529	GCF_017815715.1	NZ_CP072653.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-75	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017815715.1|NZ_CP072653.1|fosA|4511959|4512375	blk011530	GCF_017815715.1	NZ_CP072653.1	PRJNA716566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017900915.1|NZ_CP072783.1|aph(3')-IIb|910406|911209	blk011531	GCF_017900915.1	NZ_CP072783.1	PRJNA718464	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	aph(3')-IIb	aph(3')	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_017900915.1|NZ_CP072783.1|blaPDC-66|923563|924753	blk011531	GCF_017900915.1	NZ_CP072783.1	PRJNA718464	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	blaPDC-66	blaPDC	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_017900915.1|NZ_CP072783.1|fosA|2086689|2087093	blk011532	GCF_017900915.1	NZ_CP072783.1	PRJNA718464	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017900915.1|NZ_CP072783.1|catB7|4954964|4955599	blk011533	GCF_017900915.1	NZ_CP072783.1	PRJNA718464	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	catB7	catB7	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017900915.1|NZ_CP072783.1|blaOXA-1132|6543463|6544248	blk011534	GCF_017900915.1	NZ_CP072783.1	PRJNA718464	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	blaOXA-1132	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_017916195.1|NZ_CP072825.1|oqxB19|3690493|3693642	blk011535	GCF_017916195.1	NZ_CP072825.1	PRJNA719286	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	1				1	1	1	0	0
