occurrence_id	block_id	bioproject_accession	organism_harmonized	genus	frozen_group	portability_class	weight_block_balanced	nmdist_dist_any_bp	nmdist_censored	endpoint_state	nmis_dist_bp	nmis_censored	n_complete_contained	n_complete_crossing	n_partial_or_boundary
GCF_003433235.1|NZ_CP029605.1|blaOXA-1183|5822260|5823084	blk008070	PRJNA416504	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.5	133	0	no_structurally_resolved_IS		1	0	0	0
GCF_003433235.1|NZ_CP029605.1|blaOXA-488|7030755|7031540	blk008071	PRJNA416504	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003193645.1|NZ_CP029660.1|fosA|3099231|3099635	blk008072	PRJNA316321	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003193645.1|NZ_CP029660.1|catB7|3548978|3549613	blk008073	PRJNA316321	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003193645.1|NZ_CP029660.1|blaOXA-1135|5080473|5081258	blk008074	PRJNA316321	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003193645.1|NZ_CP029660.1|aph(3')-IIb|6035600|6036403	blk008075	PRJNA316321	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003193645.1|NZ_CP029660.1|blaPDC-66|6048758|6049948	blk008075	PRJNA316321	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003429545.1|NZ_CP029689.1|oqxA|976942|978114	blk008076	PRJNA473597	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	4162	0	complete_and_fully_contained	3705	0	1	0	0
GCF_003429545.1|NZ_CP029689.1|oqxB|978141|981290	blk008076	PRJNA473597	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	5361	0	complete_and_fully_contained	4904	0	1	0	0
GCF_003429545.1|NZ_CP029689.1|fosA|2898174|2898590	blk008077	PRJNA473597	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003429545.1|NZ_CP029689.1|blaSHV-11|4837984|4838841	blk008078	PRJNA473597	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003228315.1|NZ_CP029693.1|aph(6)-Id|818494|819327	blk008079	PRJNA472214	Pseudomonas putida	Pseudomonas	other	B	0.5	869	0	no_structurally_resolved_IS		1	0	0	0
GCF_003228315.1|NZ_CP029693.1|aph(3'')-Ib|819330|820130	blk008079	PRJNA472214	Pseudomonas putida	Pseudomonas	other	B	0.5	66	0	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|sul1|1368120|1368956	blk008080	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	1346	0	partial_or_boundary_limited		1	0	0	4
GCF_003206535.1|NZ_CP029707.1|floR2|1379147|1380358	blk008080	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	521	0	partial_or_boundary_limited		1	0	0	4
GCF_003206535.1|NZ_CP029707.1|tet(G)|1381327|1382499	blk008080	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	940	0	partial_or_boundary_limited		1	0	0	4
GCF_003206535.1|NZ_CP029707.1|fosA|3338528|3338932	blk008081	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|catB7|3800718|3801353	blk008082	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	1.0	5370	0	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|aac(6')-Il|4901041|4901496	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	147	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	2	0
GCF_003206535.1|NZ_CP029707.1|blaVIM-2|4901652|4902449	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	758	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	2	0
GCF_003206535.1|NZ_CP029707.1|dfrB5|4902601|4902834	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	774	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	2	0
GCF_003206535.1|NZ_CP029707.1|aac(3)-Id|4902963|4903436	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	172	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	2	0
GCF_003206535.1|NZ_CP029707.1|blaOXA-4|4915165|4915992	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	207	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	2	0
GCF_003206535.1|NZ_CP029707.1|aadA2|4916108|4916896	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	1150	0	complete_and_fully_contained	7105	0	1	1	0
GCF_003206535.1|NZ_CP029707.1|cmlA6|4917161|4918417	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	2203	0	complete_and_fully_contained	5584	0	1	1	0
GCF_003206535.1|NZ_CP029707.1|sul1|4918953|4919480	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	3995	0	complete_and_fully_contained	4521	0	1	1	0
GCF_003206535.1|NZ_CP029707.1|floR2|4920141|4921352	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	3019	0	complete_and_fully_contained	2649	0	2	0	0
GCF_003206535.1|NZ_CP029707.1|tet(G)|4922292|4923464	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	907	0	complete_and_fully_contained	537	0	2	0	0
GCF_003206535.1|NZ_CP029707.1|sul1|4926885|4927733	blk008083	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.09090909090909091	982	0	complete_and_fully_contained	811	0	2	0	0
GCF_003206535.1|NZ_CP029707.1|blaOXA-486|5482147|5482932	blk008084	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|aac(3)-Id|5922206|5922679	blk008085	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	172	0	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|dfrB5|5922808|5923041	blk008085	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	774	0	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|aac(6')-Il|5923237|5923692	blk008085	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	147	0	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|aph(3')-IIb|6528870|6529673	blk008086	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003206535.1|NZ_CP029707.1|blaPDC-3|6542022|6543212	blk008086	PRJNA450903	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204465.1|NZ_CP029722.1|blaCTX-M-15|141312|142184	blk008087	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	256	0	complete_and_fully_contained	2552	0	1	0	1
GCF_003204465.1|NZ_CP029722.1|blaSHV-26|239247|240104	blk008088	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	7922	0	no_structurally_resolved_IS		1	0	0	0
GCF_003204465.1|NZ_CP029722.1|blaCTX-M-15|398376|399248	blk008089	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	256	0	partial_or_boundary_limited		1	0	0	1
GCF_003204465.1|NZ_CP029722.1|fosA|2158501|2158917	blk008090	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	996	0	complete_and_fully_contained	976	0	1	0	0
GCF_003204465.1|NZ_CP029722.1|blaOXA-181|3487813|3488607	blk008091	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	730	0	complete_and_fully_contained	662	0	1	0	1
GCF_003204465.1|NZ_CP029722.1|blaCTX-M-15|3785562|3786434	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	256	0	complete_and_fully_contained	362	0	2	1	2
GCF_003204465.1|NZ_CP029722.1|aac(3)-IId|3791019|3791876	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	233	0	complete_and_fully_contained	170	0	3	0	2
GCF_003204465.1|NZ_CP029722.1|dfrA12|3794246|3794740	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	145	0	complete_and_fully_contained	1381	0	3	0	2
GCF_003204465.1|NZ_CP029722.1|aadA2|3795151|3795939	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	1050	0	complete_and_fully_contained	2286	0	3	0	2
GCF_003204465.1|NZ_CP029722.1|sul1|3796447|3797283	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	408	0	complete_and_fully_contained	2163	0	3	0	2
GCF_003204465.1|NZ_CP029722.1|armA|3800631|3801401	blk008092	PRJNA292902	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	326	0	complete_and_fully_contained	315	0	2	1	2
GCF_003204175.1|NZ_CP029738.1|blaSHV-1|684395|685252	blk008093	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204175.1|NZ_CP029738.1|fosA|2611368|2611781	blk008094	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4328926|4329783	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4334207|4335064	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4339487|4340344	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4344767|4345624	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4350048|4350905	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4355329|4356186	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|blaSHV-12|4360610|4361467	blk008095	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.14285714285714285	137	0	partial_or_boundary_limited		1	0	0	8
GCF_003204175.1|NZ_CP029738.1|oqxB|4540797|4543946	blk008096	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	4862	0	partial_or_boundary_limited		1	0	0	1
GCF_003204175.1|NZ_CP029738.1|oqxA|4543973|4545145	blk008096	PRJNA292904	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	3663	0	partial_or_boundary_limited		1	0	0	1
GCF_003204335.1|NZ_CP029745.1|aac(6')-Il|352198|352653	blk008097	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.25	147	0	complete_and_fully_contained	3067	0	1	0	0
GCF_003204335.1|NZ_CP029745.1|blaVIM-2|352809|353606	blk008097	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.25	758	0	complete_and_fully_contained	2114	0	1	0	0
GCF_003204335.1|NZ_CP029745.1|dfrB5|353758|353991	blk008097	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.25	774	0	complete_and_fully_contained	1729	0	1	0	0
GCF_003204335.1|NZ_CP029745.1|aac(3)-Id|354120|354593	blk008097	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.25	172	0	complete_and_fully_contained	1127	0	1	0	0
GCF_003204335.1|NZ_CP029745.1|blaOXA-486|805048|805833	blk008098	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204335.1|NZ_CP029745.1|sul1|2824418|2825254	blk008099	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	1346	0	partial_or_boundary_limited		1	0	0	4
GCF_003204335.1|NZ_CP029745.1|floR2|2835445|2836656	blk008099	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	521	0	partial_or_boundary_limited		1	0	0	4
GCF_003204335.1|NZ_CP029745.1|tet(G)|2837596|2838768	blk008099	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	0.3333333333333333	940	0	partial_or_boundary_limited		1	0	0	4
GCF_003204335.1|NZ_CP029745.1|fosA|4481470|4481874	blk008100	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204335.1|NZ_CP029745.1|catB7|5032706|5033341	blk008101	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	1.0	5370	0	no_structurally_resolved_IS		1	0	0	0
GCF_003204335.1|NZ_CP029745.1|blaPDC-3|6585321|6586511	blk008102	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003204335.1|NZ_CP029745.1|aph(3')-IIb|6598860|6599663	blk008102	PRJNA292904	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003254805.1|NZ_CP030007.1|oqxA|1471860|1473032	blk008103	PRJNA475446	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003254805.1|NZ_CP030007.1|oqxB|1473059|1476208	blk008103	PRJNA475446	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003254805.1|NZ_CP030007.1|fosA|4331687|4332109	blk008104	PRJNA475446	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003254805.1|NZ_CP030007.1|blaACT-17|4501366|4502508	blk008105	PRJNA475446	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833555.1|NZ_CP030070.1|fosA|642158|642574	blk008106	PRJNA473315	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833555.1|NZ_CP030070.1|blaSHV-1|2501877|2502734	blk008107	PRJNA473315	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833555.1|NZ_CP030070.1|oqxA|3965012|3966184	blk008108	PRJNA473315	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833555.1|NZ_CP030070.1|oqxB|3966211|3969360	blk008108	PRJNA473315	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833575.1|NZ_CP030072.1|fosA|656561|656977	blk008109	PRJNA473316	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833575.1|NZ_CP030072.1|blaSHV-28|2502823|2503680	blk008110	PRJNA473316	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833575.1|NZ_CP030072.1|oqxA|4065261|4066433	blk008111	PRJNA473316	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_007833575.1|NZ_CP030072.1|oqxB|4066460|4069609	blk008111	PRJNA473316	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003264955.1|NZ_CP030076.1|fosA|1312806|1313228	blk008112	PRJNA476055	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003264955.1|NZ_CP030076.1|blaACT-75|1473289|1474431	blk008113	PRJNA476055	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003264955.1|NZ_CP030076.1|oqxA|3247882|3249054	blk008114	PRJNA476055	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003264955.1|NZ_CP030076.1|oqxB|3249081|3252230	blk008114	PRJNA476055	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285165.1|NZ_CP030171.1|oqxB|1210164|1213313	blk008115	PRJNA477596	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285165.1|NZ_CP030171.1|oqxA|1213340|1214512	blk008115	PRJNA477596	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285165.1|NZ_CP030171.1|blaOKP-A-27|2852707|2853564	blk008116	PRJNA477596	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285165.1|NZ_CP030171.1|fosA|4913584|4914000	blk008117	PRJNA477596	Klebsiella quasipneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286975.1|NZ_CP030172.1|oqxB|1159208|1162357	blk008118	PRJNA477655	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286975.1|NZ_CP030172.1|oqxA|1162384|1163556	blk008118	PRJNA477655	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286975.1|NZ_CP030172.1|blaSHV-187|2638739|2639602	blk008119	PRJNA477655	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286975.1|NZ_CP030172.1|fosA|4498237|4498653	blk008120	PRJNA477655	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285185.1|NZ_CP030173.1|oqxB9|1211755|1214904	blk008121	PRJNA477656	Klebsiella variicola	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285185.1|NZ_CP030173.1|oqxA|1214931|1216103	blk008121	PRJNA477656	Klebsiella variicola	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285185.1|NZ_CP030173.1|blaSHV|2864808|2865665	blk008122	PRJNA477656	Klebsiella variicola	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285185.1|NZ_CP030173.1|fosA|4853368|4853784	blk008123	PRJNA477656	Klebsiella variicola	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285145.1|NZ_CP030174.1|fosA|651514|651930	blk008124	PRJNA477658	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285145.1|NZ_CP030174.1|blaSHV-1|2677433|2678290	blk008125	PRJNA477658	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285145.1|NZ_CP030174.1|oqxA|4177792|4178964	blk008126	PRJNA477658	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003285145.1|NZ_CP030174.1|oqxB19|4178991|4182140	blk008126	PRJNA477658	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286995.1|NZ_CP030269.1|blaSHV-11|886665|887522	blk008127	PRJNA477912	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286995.1|NZ_CP030269.1|fosA|2756773|2757189	blk008128	PRJNA477912	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286995.1|NZ_CP030269.1|oqxB19|4667206|4670355	blk008129	PRJNA477912	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_003286995.1|NZ_CP030269.1|oqxA|4670382|4671554	blk008129	PRJNA477912	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930975.1|NZ_CP030292.1|blaSHV-11|2844097|2844954	blk008130	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930975.1|NZ_CP030292.1|blaCTX-M-3|3155596|3156468	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	335	0	complete_in_shared_block_but_crosses_occurrence_window_boundary		1	0	4	1
GCF_009930975.1|NZ_CP030292.1|mph(E)|3170935|3171816	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	1417	0	complete_and_fully_contained	1354	0	3	1	1
GCF_009930975.1|NZ_CP030292.1|msr(E)|3171875|3173347	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	399	0	complete_and_fully_contained	348	0	3	1	1
GCF_009930975.1|NZ_CP030292.1|armA|3175649|3176419	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	326	0	complete_and_fully_contained	0	0	4	0	1
GCF_009930975.1|NZ_CP030292.1|sul1|3179764|3180600	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	408	0	complete_and_fully_contained	1821	0	3	1	1
GCF_009930975.1|NZ_CP030292.1|aadA2|3181108|3181896	blk008131	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.16666666666666666	146	0	complete_and_fully_contained	930	0	3	1	1
GCF_009930975.1|NZ_CP030292.1|fosA|4809842|4810258	blk008132	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930995.1|NZ_CP030296.1|oqxB19|1183698|1186847	blk008133	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930995.1|NZ_CP030296.1|oqxA10|1186874|1188046	blk008133	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930995.1|NZ_CP030296.1|blaSHV-1|2756076|2756933	blk008134	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009930995.1|NZ_CP030296.1|fosA|4567477|4567893	blk008135	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009931015.1|NZ_CP030300.1|oqxB|1230399|1233548	blk008136	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	556	0	complete_and_fully_contained	1487	0	1	0	1
GCF_009931015.1|NZ_CP030300.1|oqxA|1233575|1234747	blk008136	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	435	0	complete_and_fully_contained	288	0	1	0	1
GCF_009931015.1|NZ_CP030300.1|blaSHV-11|2873575|2874432	blk008137	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009931015.1|NZ_CP030300.1|sul1|3184859|3185416	blk008138	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	65	0	complete_and_fully_contained	0	0	2	0	1
GCF_009931015.1|NZ_CP030300.1|aadA2|3185924|3186712	blk008138	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	146	0	complete_and_fully_contained	172	0	2	0	1
GCF_009931015.1|NZ_CP030300.1|fosA|4815775|4816191	blk008139	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009931035.1|NZ_CP030302.1|oqxB|1143235|1146384	blk008140	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	5926	0	complete_and_fully_contained	5891	0	1	0	0
GCF_009931035.1|NZ_CP030302.1|oqxA|1146411|1147583	blk008140	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	4727	0	complete_and_fully_contained	4692	0	1	0	0
GCF_009931035.1|NZ_CP030302.1|blaSHV-1|2652492|2653349	blk008141	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_009931035.1|NZ_CP030302.1|fosA|4525099|4525515	blk008142	PRJNA477755	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
