assembly_version	organism	scheme	st	profile
GCF_002967795.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003432285.1	Klebsiella pneumoniae	klebsiella	45	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
GCF_003074015.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003571585.1	Klebsiella pneumoniae	klebsiella	36	gapA(2),infB(1),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(7)
GCF_002984395.1	Klebsiella oxytoca	klebsiella	-	gapA(~150),infB(~133),mdh(-),pgi(~174),phoE(-),rpoB(~149),tonB(-)
GCF_002968495.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_003290425.1	Klebsiella variicola	klebsiella	697	gapA(60),infB(18),mdh(21),pgi(27),phoE(53),rpoB(17),tonB(67)
GCF_003323835.1	Klebsiella sp.	klebsiella	-	gapA(~146),infB(120?),mdh(-),pgi(170),phoE(~277),rpoB(~148),tonB(-)
GCF_002893825.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003031325.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003432245.1	Klebsiella pneumoniae	klebsiella	36	gapA(2),infB(1),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(7)
GCF_002852915.4	Klebsiella variicola	klebsiella	595	gapA(16),infB(24),mdh(21),pgi(27),phoE(55),rpoB(22),tonB(67)
GCF_003069525.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003367555.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_002852785.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_002853385.2	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCF_003073975.1	Klebsiella oxytoca	klebsiella	-	gapA(147),infB(133),mdh(-),pgi(~171),phoE(-),rpoB(163),tonB(-)
GCF_002852365.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003286995.1	Klebsiella pneumoniae	klebsiella	1660	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(260)
GCF_002903005.1	Klebsiella pneumoniae	klebsiella	252	gapA(2),infB(5),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(6)
GCF_003194285.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_003031505.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_002951555.1	Klebsiella pneumoniae	klebsiella	437	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(31)
GCF_002935085.1	Klebsiella pneumoniae	klebsiella	252	gapA(2),infB(5),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(6)
GCF_003073675.1	Klebsiella pneumoniae	klebsiella	512	gapA(54),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_003432205.1	Klebsiella pneumoniae	klebsiella	230	gapA(2),infB(1),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(38)
GCF_003432185.1	Klebsiella pneumoniae	klebsiella	29	gapA(2),infB(3),mdh(2),pgi(2),phoE(6),rpoB(4),tonB(4)
GCF_002903025.1	Klebsiella pneumoniae	klebsiella	359	gapA(10),infB(1),mdh(2),pgi(1),phoE(9),rpoB(27),tonB(6)
GCF_002853475.2	Klebsiella pneumoniae	klebsiella	1	gapA(4),infB(4),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(10)
GCF_003432405.1	Klebsiella pneumoniae	klebsiella	1	gapA(4),infB(4),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(10)
GCF_002970375.3	Klebsiella pneumoniae	klebsiella	395	gapA(3),infB(1),mdh(2),pgi(4),phoE(1),rpoB(1),tonB(4)
GCF_002951595.1	Klebsiella pneumoniae	klebsiella	437	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(31)
GCF_003443755.1	Klebsiella pneumoniae	klebsiella	54	gapA(2),infB(1),mdh(1),pgi(13),phoE(16),rpoB(15),tonB(4)
GCF_003432145.1	Klebsiella pneumoniae	klebsiella	661	gapA(4),infB(3),mdh(1),pgi(36),phoE(9),rpoB(10),tonB(14)
GCF_003031345.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_003429625.1	Klebsiella variicola	klebsiella	718	gapA(16),infB(24),mdh(21),pgi(40),phoE(47),rpoB(65),tonB(45)
GCF_003285145.1	Klebsiella pneumoniae	klebsiella	1755	gapA(2),infB(1),mdh(33),pgi(1),phoE(1),rpoB(4),tonB(284)
GCF_003037185.2	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_003054385.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003203435.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003432165.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_002944845.1	Klebsiella pneumoniae	klebsiella	86	gapA(9),infB(4),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(27)
GCF_003408615.1	Klebsiella pneumoniae	klebsiella	422	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(111)
GCF_003812185.1	Klebsiella aerogenes	klebsiella	-	gapA(361),infB(~196),mdh(-),pgi(~198),phoE(463),rpoB(263),tonB(-)
GCF_007421865.2	Klebsiella pneumoniae	klebsiella	1967	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(4),tonB(4)
GCF_008364425.2	Klebsiella grimontii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_008122285.1	Klebsiella pneumoniae	klebsiella	-	gapA(2),infB(1),mdh(2),pgi(1),phoE(263?),rpoB(1),tonB(81)
GCF_004137665.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_004120115.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003855535.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003855555.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003790505.1	Klebsiella sp.	klebsiella	3911	gapA(16),infB(24),mdh(21),pgi(27),phoE(57),rpoB(22),tonB(124)
GCF_007197815.1	Klebsiella pneumoniae	klebsiella	1779	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(296)
GCF_007106885.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_007632255.1	Klebsiella aerogenes	klebsiella	-	gapA(361),infB(~196),mdh(-),pgi(198),phoE(~463),rpoB(~263),tonB(-)
GCF_007873865.1	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_005165545.1	Klebsiella ornithinolytica	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(170),phoE(~282),rpoB(~148),tonB(-)
GCF_004010995.1	Klebsiella pneumoniae	klebsiella	101	gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
GCF_008369685.1	Klebsiella pneumoniae	klebsiella	2268	gapA(2),infB(3),mdh(11),pgi(1),phoE(7),rpoB(4),tonB(13)
GCF_004295605.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_004141975.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003990375.1	Klebsiella quasipneumoniae	klebsiella	1770	gapA(18),infB(22),mdh(18),pgi(63),phoE(11),rpoB(13),tonB(179)
GCF_004006035.1	Klebsiella pneumoniae	klebsiella	437	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(31)
GCF_003812845.1	Klebsiella sp.	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(148?),tonB(-)
GCF_004118955.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_007833575.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_007421875.2	Klebsiella pneumoniae	klebsiella	1967	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(4),tonB(4)
GCF_008121515.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_004332075.1	Klebsiella pneumoniae	klebsiella	86	gapA(9),infB(4),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(27)
GCF_003931835.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_008065415.1	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_003856475.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_008632435.1	Klebsiella quasipneumoniae	klebsiella	526	gapA(38),infB(19),mdh(53),pgi(58),phoE(73),rpoB(21),tonB(130)
GCF_007421885.2	Klebsiella pneumoniae	klebsiella	1967	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(4),tonB(4)
GCF_003812105.1	Klebsiella pneumoniae	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_006874725.1	Klebsiella aerogenes	klebsiella	-	gapA(168),infB(~196),mdh(-),pgi(~198),phoE(463),rpoB(165),tonB(-)
GCF_004014965.1	Klebsiella pneumoniae	klebsiella	3750	gapA(4),infB(3),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(9)
GCF_008693445.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_005885775.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_006965405.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCF_004322795.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_006364295.1	Klebsiella pneumoniae	klebsiella	3	gapA(5),infB(5),mdh(1),pgi(1),phoE(9),rpoB(6),tonB(11)
GCF_004295385.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_008693405.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_004014895.1	Klebsiella variicola	klebsiella	595	gapA(16),infB(24),mdh(21),pgi(27),phoE(55),rpoB(22),tonB(67)
GCF_003932915.1	Klebsiella pneumoniae	klebsiella	65	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_008693465.1	Klebsiella variicola	klebsiella	447	gapA(16),infB(49),mdh(30),pgi(38),phoE(90),rpoB(22),tonB(45)
GCF_005854245.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004104525.2	Klebsiella grimontii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_003711065.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003812085.1	Klebsiella pneumoniae	klebsiella	252	gapA(2),infB(5),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(6)
GCF_005853785.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004119955.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004120055.1	Klebsiella pneumoniae	klebsiella	661	gapA(4),infB(3),mdh(1),pgi(36),phoE(9),rpoB(10),tonB(14)
GCF_003937135.2	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003584585.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004120175.1	Klebsiella pneumoniae	klebsiella	17	gapA(2),infB(1),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_006974165.1	Klebsiella pneumoniae	klebsiella	968	gapA(2),infB(3),mdh(2),pgi(37),phoE(4),rpoB(1),tonB(15)
GCF_004295405.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_005854025.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003812925.1	Klebsiella oxytoca	klebsiella	-	gapA(150),infB(126),mdh(-),pgi(~174),phoE(-),rpoB(149),tonB(-)
GCF_004120155.1	Klebsiella pneumoniae	klebsiella	3685	gapA(5),infB(3),mdh(1),pgi(232),phoE(9),rpoB(4),tonB(283)
GCF_003660185.1	Klebsiella pneumoniae	klebsiella	105	gapA(2),infB(3),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(18)
GCF_003856595.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_004319525.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_004801235.1	Klebsiella pneumoniae	klebsiella	2570	gapA(4),infB(5),mdh(11),pgi(1),phoE(9),rpoB(10),tonB(23)
GCF_004102625.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_008693425.1	Klebsiella pneumoniae	klebsiella	6620	gapA(4),infB(1),mdh(1),pgi(1),phoE(1),rpoB(25),tonB(39)
GCF_004119975.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_008632415.1	Klebsiella pneumoniae	klebsiella	3410	gapA(4),infB(4),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(65)
GCF_003574275.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_003574235.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_004322955.1	Klebsiella pneumoniae	klebsiella	45	gapA(2),infB(1),mdh(1),pgi(6),phoE(7),rpoB(1),tonB(12)
GCF_003790485.1	Klebsiella pneumoniae	klebsiella	1685	gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(9),tonB(6)
GCF_007955015.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004010915.1	Klebsiella sp.	klebsiella	421	gapA(18),infB(22),mdh(26),pgi(63),phoE(85),rpoB(20),tonB(115)
GCF_003953905.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_006711645.1	Klebsiella electrica	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(~170),phoE(-),rpoB(~148),tonB(-)
GCF_003597715.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_003597695.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_003850165.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_004120035.1	Klebsiella pneumoniae	klebsiella	343	gapA(2),infB(6),mdh(2),pgi(1),phoE(9),rpoB(27),tonB(102)
GCF_004924315.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_004120135.1	Klebsiella pneumoniae	klebsiella	3686	gapA(195),infB(1),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(7)
GCF_007955105.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004120095.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_004119995.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_006494915.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003692695.1	Klebsiella pneumoniae	klebsiella	3582	gapA(10),infB(3),mdh(1),pgi(1),phoE(375),rpoB(4),tonB(4)
GCF_007833555.1	Klebsiella pneumoniae	klebsiella	105	gapA(2),infB(3),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(18)
GCF_003597735.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_003597755.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_003590665.1	Klebsiella pneumoniae	klebsiella	253	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(13)
GCF_003574255.1	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_006494895.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003934185.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_004322995.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCF_003855515.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_007954925.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_006459145.1	Klebsiella pneumoniae	klebsiella	101	gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
GCF_006304565.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_003855315.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_005944305.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_011067245.1	Klebsiella aerogenes	klebsiella	-	gapA(~166),infB(131),mdh(-),pgi(~196),phoE(~463),rpoB(81),tonB(-)
GCF_009732795.1	Klebsiella aerogenes	klebsiella	-	gapA(~166),infB(~196),mdh(-),pgi(~198),phoE(~329),rpoB(165),tonB(-)
GCF_011149255.1	Klebsiella ornithinolytica	klebsiella	-	gapA(146),infB(~120),mdh(-),pgi(165),phoE(~282),rpoB(~140),tonB(-)
GCF_009387945.1	Klebsiella pneumoniae	klebsiella	87	gapA(5),infB(1),mdh(5),pgi(1),phoE(7),rpoB(1),tonB(24)
GCF_009732815.1	Klebsiella aerogenes	klebsiella	-	gapA(~166),infB(~196),mdh(-),pgi(~198),phoE(~329),rpoB(165),tonB(-)
GCF_009707385.1	Klebsiella oxytoca	klebsiella	-	gapA(~147),infB(~126),mdh(-),pgi(-),phoE(-),rpoB(268?),tonB(-)
GCF_009905335.1	Klebsiella sp.	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_008693885.1	Klebsiella aerogenes	klebsiella	-	gapA(~361),infB(131),mdh(-),pgi(~198),phoE(~463),rpoB(165),tonB(-)
GCF_009498255.1	Klebsiella quasipneumoniae	klebsiella	852	gapA(18),infB(22),mdh(18),pgi(22),phoE(139),rpoB(69),tonB(179)
GCF_009732835.1	Klebsiella aerogenes	klebsiella	-	gapA(~166),infB(~196),mdh(-),pgi(~198),phoE(~329),rpoB(165),tonB(-)
GCF_009909305.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_009906895.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_010509815.1	Klebsiella aerogenes	klebsiella	-	gapA(168),infB(~196),mdh(-),pgi(~198),phoE(463),rpoB(263),tonB(-)
GCF_011742515.2	Klebsiella pneumoniae	klebsiella	437	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(31)
GCF_009906875.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_008931605.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_009648995.1	Klebsiella pneumoniae	klebsiella	629	gapA(2),infB(3),mdh(87),pgi(1),phoE(12),rpoB(1),tonB(26)
GCF_009731405.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_009556655.1	Klebsiella pneumoniae	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_011066505.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_011742055.2	Klebsiella pneumoniae	klebsiella	14	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_009884395.1	Klebsiella pneumoniae	klebsiella	17	gapA(2),infB(1),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_009909325.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_008727695.1	Klebsiella aerogenes	klebsiella	-	gapA(168),infB(~196),mdh(-),pgi(197),phoE(~464),rpoB(~263),tonB(-)
GCF_009909445.1	Klebsiella aerogenes	klebsiella	-	gapA(~361),infB(131),mdh(-),pgi(~198),phoE(463),rpoB(165),tonB(-)
GCF_008931665.1	Klebsiella aerogenes	klebsiella	-	gapA(~166),infB(~196),mdh(-),pgi(~198),phoE(~463),rpoB(57),tonB(-)
GCF_010450855.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_009930855.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(276?),tonB(-)
GCF_009931015.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_010365445.1	Klebsiella ornithinolytica	klebsiella	-	gapA(146),infB(125),mdh(-),pgi(170),phoE(282),rpoB(140?),tonB(-)
GCF_010367305.1	Klebsiella pneumoniae	klebsiella	268	gapA(2),infB(1),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(81)
GCF_011742415.2	Klebsiella pneumoniae	klebsiella	2096	gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
GCF_008693565.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_009661725.2	Klebsiella pneumoniae	klebsiella	4060	gapA(2),infB(4),mdh(2),pgi(1),phoE(26),rpoB(1),tonB(2)
GCF_009884415.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_011742285.2	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_011068365.1	Klebsiella pneumoniae	klebsiella	784	gapA(2),infB(1),mdh(1),pgi(1),phoE(27),rpoB(5),tonB(4)
GCF_009931095.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_011045775.1	Klebsiella pneumoniae	klebsiella	395	gapA(3),infB(1),mdh(2),pgi(4),phoE(1),rpoB(1),tonB(4)
GCF_009648975.1	Klebsiella variicola	klebsiella	-	gapA(16),infB(18),mdh(21),pgi(195),phoE(76),rpoB(22),tonB(45)
GCF_009930995.1	Klebsiella pneumoniae	klebsiella	1	gapA(4),infB(4),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(10)
GCF_009930975.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_011742505.2	Klebsiella pneumoniae	klebsiella	42	gapA(2),infB(6),mdh(1),pgi(3),phoE(8),rpoB(1),tonB(15)
GCF_009931075.1	Klebsiella pneumoniae	klebsiella	86	gapA(9),infB(4),mdh(2),pgi(1),phoE(1),rpoB(1),tonB(27)
GCF_009931055.1	Klebsiella pneumoniae	klebsiella	412	gapA(2),infB(1),mdh(2),pgi(1),phoE(9),rpoB(1),tonB(112)
